,Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
11335,11335,873,52,Prettier than the photo,"Great top to dress (further) up or down. it does, however, run large and the straps seem (too) long. if you are a petite you will not be able to wear a regular without alterations.",4,1,3,General,Tops,Knits
15753,15753,865,19,Love this top,This too is great to throw on when running to class or going out. love the two different materials and the back detail.,4,1,0,General,Tops,Knits
8244,8244,867,35,Long sleeves if you're short,"I really like this shirt overall. i'm 5'2 and the petite sizes were sold out so i bought a regular. if you are short like me, beware that the sleeves am be almost comically long. while the shirt is stretchy, the cuffs are not so pushing the sleeves up isn't really an option. also, it had lots of loose, hanging threads straight out of the package. but overall, it's a keeper!",4,1,0,General Petite,Tops,Knits
11711,11711,867,56,Cute print,"I bought this tee for the cute print. otherwise, this tee is nothing special. i usually wear an xs, but bought an xxs, based on how loose the tee looks on the model. it's pretty thin and more like a slub cotton. i think i will hand wash it, just in case.",4,1,2,General,Tops,Knits
19724,19724,927,63,"Pretty, but heavy and thick","Gorgeous design, but it was just so heavy. i felt overwhelmed by the amount of fabric, although this is my fault for thinking i could get by in regular sizing as petite was sold out. will be returning",3,0,1,General,Tops,Sweaters
3271,3271,1033,60,Great jeans,"These are fabulous pants.  they can easily  be worn to work.  best jeans/pants ever for women with no butts!!  they stay up, and they're comfortable. 
i can't  speak highly enough for these.  don't  ever stop  making them, retailer!!",5,1,0,General Petite,Bottoms,Jeans
14261,14261,879,39,,,3,0,0,General Petite,Tops,Knits
1648,1648,835,39,Why did i order this?,"I really wanted to not like the top for that price, but ti looks really good, the beading makes the shirt stunning... i ordered the 0p, not sure what size to get, and it is just fine. the length is almost too short, but isn't. the rest of the shirt fits nicely. the shoulder are wide, like poofing out a bit, perhaps that is hwy some people thought it looked large? the beading work is beautiful also a little sheer, but not crazy. debating whether to keep it but right now i love it. also, teh colla",5,1,2,General Petite,Tops,Blouses
9917,9917,1115,35,Nice jacket but too large!,This jacket is made well and looks great but sadly i ordered the size 00p and it was still too large! if it had of been smaller i'd love it but it wasn't so i had to return it....,4,1,1,General,Jackets,Outerwear
12426,12426,839,48,Shirt looks better than in the photo,I am not a big fan of lace but this shirt has just enough. it actually looks better than the photo and it looks even better when you wear it. i have received numerous compliments on this shirt everytime i've worn it.,4,1,2,General,Tops,Blouses
17264,17264,1095,53,Gorgeous dress,"This dress is really beautiful. i plan on wearing it to my nephew's wedding in april. my only complaint would be is that it runs extremely small. i am 5 feet tall and 90 pounds, slim build, and normally wear a 00p or 0p. i ended up with the 2p, and it fits perfectly. my advice to anyone considering purchasing is to order several different sizes and return the ones that don't fit.",5,1,16,General,Dresses,Dresses
19520,19520,875,64,"A little boxy, a little tight but great embroidery","This top is really cute and the cap sleeves are perfect -- what i didn't notice from the online photos is that the back of the neckline is also scalloped which is a really sweet detail! however, i thought this t was a little tight through the chest (and i'm only a b cup!) and the fit was a little too boxy. the length was also just a bit wrong for my waistline/hips and in general, reminded me of the tops i used to buy from a popular british clothing catalog. overall, the quality is beautiful and",4,1,0,General,Tops,Knits
16692,16692,1110,44,Elegant casual,"This is an understated elegant denim dress. the fabric color is just the right fade and thickness (not too thin and not too thick) which is appropriate for most occasions. it?s very soft and can get a bit wrinkly but nothing major. my local retailer has only the regular size and it's true to size, size 6 (my usual size for holding horses brand) fit well around the bust and waist area (i?m 34b, 26 waist, 36 hips; busty gals may want to size up). this dress shows cleavage so if you?re conscious like",5,1,9,General,Dresses,Dresses
13281,13281,936,31,Too short,"I really didn't expect this sweater to be so short. i'm 5'8"" and there is no way it would fit me properly. i honestly didn't even try it on. i pulled it out of the bag and put it right back in and returned it. it looks like a crop top. i bought the blue, which was not as rich and nice looking in person as the picture. i love most things i buy through retailer but this was a swing and a miss.",2,0,1,General Petite,Tops,Sweaters
17252,17252,850,66,Love the turquoise graphic design,"I am usually a small sometimes medium. purchased a small and want to wear it off the shoulder but it is too tight and the fabric is scratchy. it is a crepe fabric and although beautiful the hand of the material is not for me.
confused if i should return or get a medium as the look is very cool.
i wish this had been linen or some more natural material but still recommend it as a good buy",4,1,5,General,Tops,Blouses
12493,12493,1108,56,Love this dress,When i wore this dress i got tons of compliments! the quality is great along with the style.,5,1,2,General,Dresses,Dresses
12693,12693,1051,36,,"I love jumpsuits in general. however, it is usually either a yay or a nay and this was definitely a yay! i am currently wearing it right now as i write this review! the waistband hits perfectly on me. i am 5'7 and about 160 and i bought the large. super easy to throw on!",5,1,4,General Petite,Bottoms,Pants
3721,3721,1080,41,Love it!,"I love this dress! i ordered a petite size and just love how it fits. i would highly recommend this dress, too cute!",5,1,1,General Petite,Dresses,Dresses
1407,1407,1094,56,Gorgeous turquoise color,"I really love this this dress, but i agree with the previous reviewer about the belt around the waist-it is a draped piece of fabric that is very figure flattering where it wraps, but one side of the dress has no belt and it shows muffin tops/bulges.i would have loved this if the belt went all the way around. one other point i would like to make is that bra straps are hard to conceal. i bought this dress because of the gorgeous color, but ended up returning it because of the belt and bra strap i",5,1,19,General,Dresses,Dresses
1772,1772,1095,35,Size up!,Adorable dress. could hardly get the zipper up in my very typical size 4. i will order a 6 and am hoping it will work out!,5,1,0,General Petite,Dresses,Dresses
10492,10492,1080,33,Perfect summer wedding dress,"I saw this online and ended up driving over an hour to pick it up from a neighboring retailer store that had 1 more left in my size! it fits true to size for me with the waist band fitting my 27"" inches perfectly with no real give- so keep that in mind. the top does seem a little blousey, which i typically avoid (34d already) but this was still super flattering. overall it is a gorgeous dress that looks good on- one of those dresses that makes you feel good wearing it!",5,1,20,General Petite,Dresses,Dresses
4960,4960,1110,35,One big flaw,"This dress is cuter is person than online, but it has one huge issue - there is a teeny tiny button at the neck that is held on by a thread and requires fingers the size of a two year old to get open. it fell off the minute i tried to undo it. i can't believe these other reviewers didn't have the same problem. or, maybe they put a snap there instead. too bad.",2,0,0,General,Dresses,Dresses
5823,5823,1033,64,Love these jeans,I have always been partial to palazzo pants. these fit like a dream and are very comfortable.,5,1,1,General Petite,Bottoms,Jeans
13952,13952,128,30,Pills horribly,"I splurged on this pajama set for myself and now regret it. even though the design is adorable, the knitted fabric contains acrylic and started pilling a lot within the first week of wear. after a month and a couple washes, it looks horrible. it may be the worst case of pilling i've ever seen in a fabric. so so disappointed. it initially fit true to size but has stretched out a bit over time.",1,0,0,General Petite,Intimate,Lounge
15038,15038,864,45,,Lucky enough to have the chance to try this on in the store! the sleeves are not big,5,1,0,General,Tops,Knits
4659,4659,1027,41,J brand cropped rail jeans,"I love j brand, however the fit of these jeans was all wrong for me. they were perfect from the knee up, however they stuck out too much at the bottom. a slight taper from the knee down would have made them perfect. i had to return them.",3,0,2,General,Bottoms,Jeans
17485,17485,1081,53,Comfortable summer dress,"I tried this dress on in the orange and loved it on me and felt it ran tts in my regular size small. i'm a 34d but very petite body type otherwise and didn't feel like this billowed out as much as some other reviewers described. it does have a loose feel on top which i actually like and inside there is a comfortable striped strapless top part that holds me in at the same time. i liked the feel, colors and lenth of the fabric plus i love anything with an elastic waist so i definitely plan on buyi",5,1,4,General,Dresses,Dresses
16643,16643,895,59,Try it! you'll love it!,"This is a beautiful sweater. high quality cashmere was used as it is very soft. as other reviewers stated, the sweater does run large. so i purchased one size down and ordered an xxs, for a perfect fit. i went with yellow, which is a great color. this is not high low, which i love! i am so thrilled, that just as soon as i'm finished writing this review, i'm going to purchase another sweater in red.",5,1,1,General Petite,Tops,Fine gauge
14538,14538,642,28,In love!,I would buy these in every color! they're incredibly soft and stylish and feel like wearing pj's in public!,5,1,4,Initmates,Intimate,Lounge
12835,12835,300,37,Love the sleeves,"I am usually a medium, but sized down to a small for a more fitted look. the light pink is slightly sheer, but will look great over leggings and jeans. i love the detail on the sleeve.",5,1,7,Initmates,Intimate,Lounge
19223,19223,1142,37,Beautiful,Flattering fitted form. flowing fabric. well made. colors are true to pictures.,4,1,4,General Petite,Trend,Trend
10198,10198,1076,22,,"This dress looks like it could be cute on but when you put it on its just blah. i saw someone else trying it on in the fitting room and she felt the same. not cute, not flattering, the model photo is deceiving. would not recommend, although it looks airy and comfy.",1,0,0,General,Dresses,Dresses
11094,11094,873,41,Beautiful but too short!,"I'm 5'7"" with a dd bust and this top in a medium doesn't even hit at my hip. i'm not sure why so many of these tops are being made so short! i just purchased another peasant lace top that has the same problem #it ends up being very boxy looking!#. adding a few inches in length would have made this top perfection! debating about ordering a large just to add length but otherwise the tops fits everywhere else ;# it's so pretty though! the lace detail and the nude panel are so delicate and the mater",4,1,2,General,Tops,Knits
8931,8931,862,60,Cute!,"This blouse is adorable! very flattering wrap design, especially on my small chested body. also, the black and white is very appealing. can't wait for warmer weather so i can wear it!",5,1,0,General Petite,Tops,Knits
21080,21080,863,50,Great shirt,I'm always on the search for a comfortable shirt with style. this does not disappoint. super comfy and flattering. love.,5,1,0,General,Tops,Knits
19830,19830,829,55,Love this blouse,This blouse is wonderful. i just got and wore the wine colored blouse today. i received so many compliments. i love it and with the sale price it is so worth it.,5,1,0,General,Tops,Blouses
13648,13648,1078,44,The petite fits great,"Got the petite size. dress is swing style, so extra fabric is expected. can wear a nude bra or strapless. dress is beautiful in person, more so than online. very comfy and stands out without being flashy, just pretty and different. nice silk (matte, not shiny).",5,1,0,General,Dresses,Dresses
8751,8751,1008,28,Beautiful from the front - problematic back,"This is an absolutely beautiful skirt from the front. gives a perfect hourgass shape with the strategic color blocking. however, if you have ""shapely"" hips and back-side, this will definitely emphasize that. had to take it back. a little bit much for work and other formal/professional events. however, if you're less endowed in that area, it might work well. gives a great shape!",3,1,0,General Petite,Bottoms,Skirts
5573,5573,861,44,Great shirt!,"I bought this top about 3 weeks ago& love it! i like it because it's better than a plain t-shirt so it's perfect for running around doing errands or shopping. i like the material and the length, i'm 5'8"" and sometimes i feel like shirts are to short. i wash it and hang it to dry, no shrinking or pilling so far! i am ordering this in at least two more colors!",5,1,0,General,Tops,Knits
12397,12397,45,26,"Cute pants, but short.","These pants have a really cute design. however, they are a bit short (and i'm only 5'4""). i'm still happy i purchased them, but i thought i was purchasing full length pants (as shown on the model) and not capris.",4,1,0,General,Bottoms,Casual bottoms
23325,23325,1082,41,Lovely white dress for summertime,"Fell in love with the dress at the first sign. yes, have to confess that i always love white dresses- but this dress is not only beautiful on the picture, but also very pretty to put on. material is natural, gentle on my skin; style is simple, romantic, and it goes well with almost everything to dress up or dress down... very comfortable to wear, good for a long moon-light beach walk.
size runs large, have to get petite xxs, and it fits perfectly (normally i go with petite 2 for a fitted dress)",5,1,1,General,Dresses,Dresses
5802,5802,1049,39,"Versatile, comfortable, good-looking pants","Great alternative to yoga pants, these pants are stylish and on-trend but also easy going. dress them up or throw on a hoodie and your look is instantly transformed with very little effort!",5,1,1,General,Bottoms,Pants
21587,21587,1083,38,Beautiful!,"I love this dress.....but, and it saddened me that there was a but; the material would wrinkle near the sleeves (fit issue) and the high neckline was a little uncomfortable. i ended up returning it, because at this price point, i need perfection. i would definitely recommend this dress, it just wasn't for me.",5,1,1,General,Dresses,Dresses
457,457,829,60,Perfect top for work,"I got this top in navy and i love it. it's loose and flowy and comfortable, yet dressy enough to wear for work (or dress down with jeans). i'm 5'4"", 125lbs and the 6 was a bit large on me. i could've sized down a little but i actually liked the loose fit, and the length was long enough to tuck in if i wanted to. definitely recommend.",4,1,0,General,Tops,Blouses
5582,5582,1081,42,Peasant dress,I purchased this dress in pink. it is absolutely beautiful. the shimmery detail around the neck is gorgeous! it is so flattering and looks amazing with boots or sandals! this dress will not disappoint!!,5,1,0,General,Dresses,Dresses
12011,12011,1077,29,Great dress!,Fits nicely - i'm a standard size 4 most places. also perfect for those in-between occasions. can be dressed up or down and worn with flats or heels :),4,1,0,General,Dresses,Dresses
7972,7972,1099,62,Beautiful dress!,"This dress i received is stylish, comfortable and very nice to wear. i love the length, goes just below the knee and i am 5'2 so it is perfect for me. i can't say enough about this dress as i can't wear a lot of things because i am apple shaped but with this dress no one would ever know. thank you retailer for this beauty!",5,1,1,General Petite,Dresses,Dresses
1364,1364,861,66,Comfortable,"I really like this jacket. very comfortable, nice material. i like the weight of this jacket, i wore it alone but it will be cute with a t-shirt under it too.",5,1,2,General,Tops,Knits
10427,10427,1038,47,Comfy,These are very comfy and look great on! i would like to get a second pair in the lighter color.,5,1,0,General Petite,Bottoms,Jeans
3912,3912,460,43,Great summer staple,"Love this romper. fits perfectly, and looks like the picture. i'm 5 ft 7, 125 lbs, and usually am a size 4 or small. i ordered a small, and it fits beautifully. i've worn this a lot this summer in florida, and am getting a lot of compliments. don't be put of by the long sleeves for summer wear- the romper is loose enough and has a nice flow to it.",5,1,0,General,Bottoms,Shorts
6709,6709,844,62,I'm wearing the hadley tunic for my birthday!!!!,Love this top! tried on a small in the store as it was the only size the had. the sales person ordered me a medium on line. i am wearing it tomorrow for my birthday! the stretch fabric is very flattering.,5,1,0,General,Tops,Blouses
2946,2946,288,48,Beautiful and comfortable!,"There may be no inner lining, but it is a gorgeous bra! and so comfortable! the straps and well make and sturdy and the detailing is stunning. it is absolutely true to size. 34c fit like a glove. a winner!",5,1,1,Initmates,Intimate,Intimates
19427,19427,873,34,Super slimming,"I ordered a size large.  i recently had a baby and was looking for a top to hide my baby belly until i lose it.  this shirt fits amazingly.  i don't find the sleeves to be snug at all.  if the shirt wasn't so distinctive, i'd order in several colors.  the quality is fantastic for a tee and has a nubbed appearance you can't see in the photos.",5,1,6,General,Tops,Knits
23473,23473,1104,29,Perfect dress,"Great quality and extremely flattering. bonus that it is on sale. i felt like this dress was a godsend. i am five months pregnant and needed a dress that made me feel comfortable but not frumpy. i think i'll get a lot of mileage out of it, as there's enough stretch to get me through the next few months and then (hopefully!) i can wear it after too. also can be dressed up or down, so appropriate for many occasions. i believe it runs true to size (i sized up, from xs to s, for obvious reasons, but",5,1,1,General Petite,Dresses,Dresses
22602,22602,455,43,Zip hoodie not a pullover,"This hoodie is really cute-i got the polka dot color and it is very soft and roomy. i am normally a small but got the medium and it fits exactly how i wanted. however-it is not a pullover and instead zips up. so odd that the pic of the hoodie is a pullover. debated returning because i wanted a pullover, but have decided to keep it because of how soft it is.",4,1,3,Initmates,Intimate,Lounge
23298,23298,909,51,Heavy look lightweight feel,"This sweater looks heavy online bit is a very thin sweater. it runs tts however if you like the short length then i'd size down. i'm 5'4, 120# 34d and the xs was perfect. the sweater didn't feel too scratchy but it's not a soft sweater. very feminine.",5,1,18,General Petite,Tops,Fine gauge
18721,18721,1077,44,,"Tried this on in the red because the pattern is so eye catching and beautiful. i couldn't get it off fast enough. picture this: tight in the best, tight in the hips, extra billowy in the middle. so confused and can't see how this would be flattering on anyone. unless you're planning to repurpose the gorgeous fabric, skip.",1,0,3,General,Dresses,Dresses
7,7,858,39,"Shimmer, surprisingly goes with lots","I ordered this in carbon for store pick up, and had a ton of stuff (as always) to try on and used this top to pair (skirts and pants). everything went with it. the color is really nice charcoal with shimmer, and went well with pencil skirts, flare pants, etc. my only compaint is it is a bit big, sleeves are long and it doesn't go in petite. also a bit loose for me, but no xxs... so i kept it and wil ldecide later since the light color is already sold out in hte smallest size...",4,1,4,General Petite,Tops,Knits
2931,2931,573,39,Pretty but small,"Gorgeous print on light weight layers in a cut that's flattering, feminine & fun.  i sized up and ordered the the 12p to fit my large rounded rib cage & 36dds.  i agree with previous reviewers that the bodice runs small.  i will add that the neckline is tight if you have a fat neck like mine.  stats are 5'3'' 140# 36dd 8/10 on top, 6/8 on bottom.",5,1,4,General Petite,Trend,Trend
7592,7592,1098,33,In love!!,"I think this dress is my favorite purchase this whole year! it fits like a dream! i saw it in the store while it was full price and tried on an 8 (the only size they had left!). i typically wear a 6 or 8 in dresses, but the 8 was quite large, so i passed. after it went on sale, i ordered a 6 with my fingers crossed! glad i ordered when i did, as they sold out fast! fabric is a nice substantial weight, great for fall! the fit is great, not tight at all and more of an a-line on me, which is weird",5,1,1,General Petite,Dresses,Dresses
2014,2014,1110,36,,"Very flattering, not too short, beautiful. i'm 5.6, 36d, usually wear m in dresses, wide hips. the 8 fit very nicely.",5,1,0,General Petite,Dresses,Dresses
14005,14005,939,44,Very cute!,"I purchased this jacket in red. i have several boiled wool jackets from retailer and this one did not disappoint. it is very warm and appears to be high quality. it looks good both snapped and open. i do believe that it runs large. i settled on an xxs petite and am just under 5'4"".",4,1,0,General Petite,Tops,Sweaters
17876,17876,861,48,Shrunk to toddler size,"I washed and dried this in my dryer after one wear and it shrunk to the size of a toddler shirt. i dried it on medium. i can not really wear it unless i want to show off my belly. i loved the color (lilac). fit, and style when i received it and immediately put it on. so sad about the shrinkage. for a $58 shirt i expected a bit more. retailer should suggest air drying the shirt. so bummed and disappointed!!!! i would not recommend this shirt unless you can remember to air dry it every time.",2,0,8,General,Tops,Knits
11996,11996,1042,32,,,3,0,0,General,Bottoms,Pants
18660,18660,1133,55,Great shape,I loved the shape of this basic jacket. it's perfect to through on to go to yoga or over a dress with heals.,4,1,0,General Petite,Jackets,Outerwear
3128,3128,1104,39,Pretty big,"In both senses, it is pretty and big and pretty big. i ordered the xs as the xxs and xs petite were both out, and it is to big on me. i am usually xs petite or xs, if shorter. i definitely need xxs (petite or not).
(115 lbs, 30 dd, 26-27 inch waist)

that being said, it is really cute and fun and flirt, but not romantic flirty, just girl next door flirty.
the navy and white stripes are classic, so will last over the seasons. the cut is flattering, i really love it, just not on me being that",4,1,1,General Petite,Dresses,Dresses
5423,5423,831,42,Very pretty!,"I purchased this blouse over the summer and it's very pretty. i love the cap sleeves with the lace and the detail in the front. it can be dressed up or dressed down, my only complaint is that it wrinkles very easily.",4,1,3,General Petite,Tops,Blouses
19553,19553,1078,33,This dress is why i love retailer,"Everything about the dress is worth it. it's true the buttons are loosely sewn on, but that's easily fixed. i'm a slim person but broad in the shoulders, so i had to exchange the small for a medium because it has a narrow, fitted construction. large-chested ladies or athletic types should size up.",5,1,1,General Petite,Dresses,Dresses
17362,17362,820,36,Cute but runs small and short,"I love this top, the beading and detail is wonderful, i actually liked it even more when i saw it in person. but when i tried it on it is really small in the neck and arm openings and seems short, definitely a different fit than how it appears on the model. i'm trading in for a size up and hoping that does the trick!",4,1,0,General Petite,Tops,Blouses
10946,10946,172,20,So comfortable,I absolutely love this product! it is so versatile and i can wear it up or dress it down. absolutely perfect paired with leggings to sit in classes all day :),5,1,0,Initmates,Intimate,Sleep
16344,16344,880,45,Love this top!,"I love this top and cannot wait to wear it. the material is a nice weight, the color is pretty, and the fit is very flattering and comfortable. be aware that it does have an elastic waist and the design is very delicately sewn and could tear easily.",5,1,6,General Petite,Tops,Knits
11287,11287,829,25,Runs large,"This top looks adorable in the product photos, so i had high hopes. i think i might be too short to pull it off, but like another reviewer said, i found it to be like a tent on me, billowing out in all directions. it was just overall too big on me--i even considered whether i could wear it as a dress, but the sleeves were also too billowy on me. i am 5'4"", 120 lbs and tried the xs.",3,0,0,General,Tops,Blouses
15111,15111,828,65,Love this top!,"I'm so glad i bought this. the picture doesn't do it justice. it's lightweight, flowy and super comfy. i'll be wearing this all the time. very lightweight so it doesn't get hot. love the material, it's soft, light and flattering! color says light grey but it does have a bit of a blue/lavender hue to it as another reviewer said. i love cloth & stone and this is one of my favorites! well worth the money!",5,1,0,General,Tops,Blouses
11915,11915,860,23,,"I ordered this top in red. gorgeous color and detail, however just wasn't flattering on my more curvy shape. felt like it looked like a maternity top.",3,0,0,General Petite,Tops,Knits
21011,21011,895,52,Nice sweater,"This sweater runs large and long in the arms. i am 5'5"" and often wear petite in pants but not tops. the medium petite is perfect, the sweater is a beautiful open gauge knit and will be great this fall/winter for work over a tank and nice pants. the blue color is more of a mint green/blue, very pretty and different than anything i have in my closet. great addition.",4,1,1,General Petite,Tops,Fine gauge
10039,10039,1037,49,Love!,I absolutely love the look and fit of these pants. what is even better is that they don't stretch out while wearing them. i will get a lot of use out of them!,5,1,0,General,Bottoms,Jeans
23451,23451,1104,26,Classic and sophisticated,"I recently purchased this dress at my local retailer when it was 40 percent on sale. i was overwhelmed with how much i liked it. it's comfortable, elegant and very chic. 

i will make this my go-to dress from now on.",5,1,1,General Petite,Dresses,Dresses
15914,15914,1047,34,Nice fabric/loose fit,These capri length pants are awesome!  i do recommend sizing down though as the l was really big on me (i am a 10-12 with most of my weight in my rear so normally never size down in pants)--the fabric is really nice and the print is versatile and allows wonderfully for pattern mixing.  super comfortable!,5,1,0,General,Bottoms,Pants
19168,19168,997,51,,"Cute skirt! i bought it to go with boots (tall and short) and looks great. if you pair it with the right top, it reminds me of the funky eclectic retailer look that this retailer is famous for! i usually wear a size 2 or 4 and i went with the 2 because it didn't hang so low. but that's just me.",5,1,0,General Petite,Bottoms,Skirts
4646,4646,1094,48,Stylish jumpsuit!,"Really liked the styling on this jumpsuit. it looks great on, the lattice back is unusual. i had been looking for a little black jumpsuit for the longest time and this fits the bill. just wish the fabric wasn't polyester. on the down side the top buttons are really hard to put on and take off. if you take care of your nails, it could do a number on them. the bottom buttons are easier. can only imagine a struggle when trying to take this off in an emergency bathroom break!",4,1,15,General,Dresses,Dresses
19294,19294,1092,27,Fits like a bag :(,"I was stoked to get this dress, and it is truly beautiful, but the fit is so awful. it was like being swallowed up by a bag. i ordered my usual size 6; i'm 5'7"" 140 lbs, and a bra size 34dd, but the dress just fell on me like a sack. i was so disappointed!! had to return.",4,0,0,General Petite,Dresses,Dresses
13263,13263,903,50,Top,On the picture shows the belt.doesn't come with the belt.,3,1,0,General Petite,Tops,Fine gauge
3744,3744,1078,37,Stunning!,"The second this dress arrived in my store i knew it was a must have. i am all things bohemian and this dress encompasses everything wonderful about a free fitting, feminine bohemian dress! first off the sleeves are not fitted. they have quite a bit of fabric to them (big armed ladies rejoice!), but have an elastic cuff so you can wear them high or low. the only fitted part to this dress is the lace panel (which still fits true to size), and the slip underneath (which appears to have a bit of str",5,1,14,General,Dresses,Dresses
22827,22827,917,43,Slenderizing sweater,I'm 5'1 and a tad busty and this sweater i found to be most flattering. i saw it i. the store on was drawn to it. i love the shimmer but perhaps that's because the holiday feel is already in the air in nyc. the m fit great in both length pans width. it looked great with my straight black jeans and boots. i felt it made me look thin. thankful i bought it on a discount day! it's a fabulous sweater.,5,1,0,General,Tops,Fine gauge
5487,5487,1110,64,Perfect dress for me!,I needed a pink dress for a local breast cancer awareness luncheon. this is a perfect fit for the occasion!,5,1,3,General,Dresses,Dresses
16695,16695,8,33,Great coverage,"This bathing suit has everything. i especially love the ruching in the waist and the boy short bottom. finally the coverage my booty needs. i've worn it dozens of times and it still holds its quality and looks brand new. i get a lot of compliments every time i wear it.
the only drawback is it doesn't dry very quickly. after a dip in the pool or the lake it stays wet for hours even when i'm laying out in the summer heat.",5,1,2,Initmates,Intimate,Swim
3201,3201,862,41,Washed and dried it!,"Ok, so by now, we know this is a cute top that is basically true to size but a little clingy. i prefer to wear it with a tank top or tee shirt underneath. it would also do well layered under something. for refernce, i am 5'7, about 120, and xs was the best fit.

but what i really wanted to mention is that i washed it in the machine on cold delicate and dried it on low, and it survived just fine!",5,1,1,General Petite,Tops,Knits
4675,4675,878,26,The everygirl basic,"I've been on the lookout for a great quality basic black and white stripe shirt. it's easy to find the super cheap ones that last you maybe four wears. this one is great quality, extremely soft, and comfortable. i'm usually a small in tops, but got this in a medium so that it would fit like the model, slightly loose, i didn't want it body hugging. so, if you're looking for that fit, go up a size, it doesn't stretch out much.",5,1,14,General,Tops,Knits
15983,15983,1056,46,You will not be disappointed.,I cannot say enough about these chinos. i hope retailer will keep them around for a long time despite the news that says retailer is going the way of jcrew. these pants are more stylish and comfortable than any other chinos i have owned. i am a teacher and being comfortable and stylish at the same time is important. i am a 10 to 12 and a 30 fits me fine. please please retailer keep making these every season in fun colors!!!,5,1,2,General Petite,Bottoms,Pants
4949,4949,1110,46,Nice summer dress,"I ordered a size xl in the mango. the fit on me matches the model for the most part so i think it's true-to-size. it looks like it's intended to have a loose, flowier fit throughout the dress. the only confusing part to me is the model is listed as being 5' 9"" and i'm under 5' 6"" yet the length is the same. it fits me at knee-length too. i thought it would hit a little longer based on the model's info for the photos and getting the regular sizing. the one thing i wish was different is to have it",5,1,0,General,Dresses,Dresses
20853,20853,1094,43,Looked a bit like drapes,"Beautiful shape and colors but the fabric felt heavier than i imagined. sort of like heavy drapes. also, the length (as others mentioned) was too long. i am not normally a petite but the regular was too long. unfortunately, it has to go back.",2,0,2,General Petite,Dresses,Dresses
8268,8268,1060,59,My new favorite black pants!,"These pants are so great;style,beautiful soft fabric and love the length (i am 5'10""). i found the rise to be low and like the fact that that they sit at the hips. i had to size up from my usual size in this brand. very flattering and comfortable.",5,1,5,General Petite,Bottoms,Pants
13296,13296,862,26,Gorgeous,"This top is gorgeous!!! the picture just does not do it justice. i bought it solely based on the one review that said it looks very good. and it does! the velvet work at the top makes it look very dressy. the sleeves are not with big holes that show too much, the top and sleeves are perfect. i really like this top. i can't believe that the photo doesn't show it's gorgeousness, it looks so much better in-person. i so wish it came in more colors!!",4,1,9,General,Tops,Knits
22994,22994,1078,51,,This is a beautiful dress and fits well. the embroidery is delicate and can snag easily.,5,1,1,General Petite,Dresses,Dresses
4288,4288,1078,28,,"Casual comfort with style! fabric is a dream to wear and it flows nicely. not exactly form-fitting, but still flattering. i'm 5'9, 140, and wore the medium.",5,1,0,General,Dresses,Dresses
7723,7723,936,32,Fell short,This sweater is amazing. color is vibrant. quality is high. but i have a super long torso and it fell short on me. if you are shorter this will be amazing. sad to send it back.,4,1,3,General,Tops,Sweaters
12609,12609,833,52,Not worth the price,I tried this blouse on in the store and chose not to purchase it. i did not think the fabric or design warranted the price point as it felt a bit cheap and there's not much to the design. it is true to size - my usual size 4 fit well enough. i'm on the tall side with an average bust and i did not find it short. my friend was shopping with me and she thought it looked maternity on her as she is thin but very well endowed. she also thought it made her shoulders look broad. personally i liked it on,3,1,2,General,Tops,Blouses
19894,19894,241,28,Super cute and flattering,"I am in love with this bathing suit. it is super cute and flattering and i love the pattern on this specific style. it is also seems to be very well made. i haven't worn it in the water yet so i can't really speak to that. i would say that i believe it is true to size, which means that it is a little tight since bathing suits need to be tight to stay on in the water! for reference i am a bra size 32dd, around 130 pounds, and 5'5"" and a size 6 fits perfectly.",5,1,10,Initmates,Intimate,Swim
3809,3809,636,35,Disappointing quality,"I was so disappointed with the quality of this dress, especially because it looks so beautiful on the model. the fabric was so thin that after one hand wash, it's already developing a tiny hole and pilling. also, it is definitely not a ""day dress""--i wore it as a swim coverup, but it is much too thin and pajama-like to be worn as an actual dress. the color is much different in person--the blue is brighter and, for lack of a better way to describe it, cheap looking. the white banding around the t",2,0,0,General Petite,Intimate,Lounge
10605,10605,1100,31,Too much fabric,"For reference: 5'3, 130#, athletic/muscular body type (broad shoulders, slim hips)
i ordered the small and i was absolutely swimming in it. perhaps the petite would have been better, but there was just too much fabric everywhere. the sleeves were ridiculous on me, and even cinching the waist with a belt just wouldn't have slimmed the silhouette for me. i have muscular shoulders, and 34d chest, so the top fit as it should, just everything became way too much elsewhere. the fabric was soft and sw",3,1,0,General Petite,Dresses,Dresses
22259,22259,357,55,A piece that stands out,"I like the idea of a skort, and how it is different than everything else out there. this skort is a bit dressy--perfect for a summer party or drinks on the patio at a city cafe. i love that it has pockets. the fabrics used in the patchwork are quality and the tailoring is nice. it fit me true to size. i can't wait for warmer weather to wear it!",4,1,3,General,Bottoms,Shorts
550,550,1078,52,Not a fan - childish,"I thought that it looked like it belonged on a 15 year-old. i can almost see why they styled the model in what looks like ankle socks....ready for cheerleading. for reference it fits true to size, but is very short. i am 5'2"" and tried on a regular small - it was at least 5 inches above my knee.",3,0,2,General,Dresses,Dresses
