,Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
13727,13727,862,39,Very versatile!,"Flattering, comfortable, and a fantastically versatile color and style. if you'd like the garment to fit about how it does on the model, i'd say that it's tts. the picture represents the color accurately - is a very dark, slate grey. i've found that the color is a great neutral - i can wear it with other neutrals or with colors, as featured on the model. the style is also really versatile - i can wear it as a stand-alone t-shirt, or under a blazer to work.

i've washed the garment once on the",5,1,4,General,Tops,Knits
8038,8038,936,45,Cozy sweater,"I passed this sweater a few times during a recent visit to retailer. after striking out on several items i thought would work, i grabbed this sweater in the cream color. i loved it as soon as i put it on! it is meant to be oversized, which i love. the neck is chunky and looks good open or buttoned all the way to make a loose turtleneck. looks great with skinny jeans and booties. i went with my usual xs. great purchase!",5,1,13,General,Tops,Sweaters
7169,7169,903,46,Very cozy & pretty color,I ordered the peach version in size xl. it fit true to size--matched the photos online. i hand washed it and it did shrink a bit. the fabric & knit used are so soft. the color is so pretty too.,4,1,0,General Petite,Tops,Fine gauge
17302,17302,623,53,,,4,1,0,Initmates,Intimate,Lounge
5727,5727,819,41,Great shirt!,"I love this shirt for a throw on and go.  hangs nicely and fits great.  colors are more vibrant in person.  i love mauve, i think they do a great job with their designs!",4,1,2,General Petite,Tops,Blouses
6428,6428,895,53,This product has a fabulous design,This product was offered in a pink color which compliments many color palettes. perfect for layering.,5,1,0,General Petite,Tops,Fine gauge
22442,22442,868,38,Huge,"I love baseball tees and this looked like a more refined version, but it was huge and shapeless.  nice material and fabric but this one is going back.",2,0,0,General,Tops,Knits
4523,4523,829,52,Cute shirt,"I bought this at the retailer store the other day and i wore it to work and i received so many complements. it has the perfect amount of swing and hides your middle without looking frumpy. i got the blue color and wore it with skinny jeans and ankle boots. the red is really more of a bight pink color, not a rich red as pictured. i wish it came in more colors and patterns...maybe green or purple? it does run big, i usually take a large, but a medium was perfect.",5,1,1,General,Tops,Blouses
3501,3501,872,42,Cozy cool pullover,I ove the interesting details on this pullover. it is super cozy on and i love the arched hem and extra long cuffs. the crew neck is wide and comfortable but not so wide that you need another shirt underneath. great easy pullover with jeans or leggings.,5,1,1,General,Tops,Knits
22153,22153,530,35,Love these shorts!,These are super comfy and a great fitting everyday short. the embroidery gives them a nice touch. i am ordering another pair!,5,1,0,General,Bottoms,Shorts
16725,16725,872,46,Fun,I get a ton of compliments on this. cute and comfortable. you can't go wrong.,5,1,0,General,Tops,Knits
19129,19129,1121,38,Perfect!,"My only complaint is that there is no lining. it also came very wrinkly and i need to figure out how to steam it.

however the fit is perfect (tts) and it is so very flattering!",5,1,1,General,Jackets,Outerwear
17667,17667,1080,57,Nice fit!,"I do love sheath dresses and this one is very adorable!
true to size and nice length.
the black and white is kind of a throwback to the 60s flower power era and really cute.
nice weight so feels substantial not the flimsy wrinkly type material; more like a crepe.
very nice!",5,1,0,General Petite,Dresses,Dresses
13814,13814,1078,35,Like this,"Cute and different
looks good belted
will try with lace leggings",4,1,1,General,Dresses,Dresses
13067,13067,975,69,Wow! makes me smile!,"I love this jacket. let's be clear though...it's not for warmth just for style but it's perfect for fall in california. i love the detailed work and have already tried this with so many different layers, a light blue tank, off white shirt, tshirt and it looks great with lots of things and truly makes the outfit. love unique pieces like this and i will be wearing it often. i bought my usual size small. sleeves are a bit long for my 5'4 frame but they didn't have in petite and it looks great.",5,1,0,General Petite,Jackets,Jackets
1333,1333,836,25,"Cute shirt, but not for me",The blue lace with the white top underneath is very pretty. unfortunately i did not like how billowy it was below the bra line.,5,0,0,General,Tops,Blouses
15857,15857,815,60,,Very soft color and soft to touch. the material is light and airy and it feels great on. i wear a medium and bought the small. i would definitely buy this in another pattern if they made it as cute as the flamingos.,5,1,1,General,Tops,Blouses
1186,1186,1060,66,,Bought this for my daughter. it's adorable on her. we're going to take it in at the waist so it doesn't look so sack-like; then it'll be perfect!,4,1,1,General Petite,Bottoms,Pants
18903,18903,674,65,"Such a fun,casual and comfy item","I bought this in a medium at the store (usually a size 8 -10) and bought one for my daughter who was with me ,in the coral color. (she's 7 months pregnant , and bought her a small. it fits fine below the belly. she loves how comfy it is.) my other daughter saw them and i had to buy her a pair as well. :>) so, we were hanging out at the hotel on a girls weekend and wore them at the pool and even to sleep in. i think you can actually dress it up and wear it out and about as well. i did see that a",5,1,0,General Petite,Intimate,Lounge
4671,4671,1048,49,Love!,"I am so happy i decided to try this on in store. it is absolutely stunning! unfortunately they only had a m and it was a little too flowy so have the s ordered and anxious to try it on. the top is really where i am concerned it is too large. i am 5'3"", 36dd and 130#, athletic build. since you really cannot wear a bra with it, which is okay btw, the armholes were a little too open and afraid things may show ;). the bottom fit okay, a little on the large side but this should fit loose and flowy. c",5,1,0,General Petite,Bottoms,Pants
13187,13187,1081,48,Simple and stunning,"If you like the way this dress looks pictured, you'll love it when it arrives. the patterns and colors are vibrant, the fabric is of high-quality, and the dress is lined with a black slip. for sizing, i""m a size 2 or 4 and the xs is a great fit. while i often order petites for dresses - this petite was short enough on me to be mistaken for a tunic. (i'm 5'3).",5,1,8,General Petite,Dresses,Dresses
21467,21467,861,60,The perfect tee!,"Love the fit, feel and colors of this tee. looks great with white jeans, blue jeans and is so springy. longer in length than most tees which is a plus for me. may run a tad small since i am usually an xs in most tops but i bought a s and love the fit.",5,1,8,General,Tops,Knits
1989,1989,872,29,,Gorgeous linen blend tee. purchased in grey and white. classic timeless staples. fits baggy which i love. for reference i am 32a 5'1 105 lbs. love love love!,5,1,0,General Petite,Tops,Knits
6403,6403,862,44,,"I am so glad i found this tee. as usual i love bordeaux rayon-spandex shirts. the fabric is soft and comfortable. it's heavy enough to drape nicely contouring your natural curves. it does not cling to the body, is just loose enough to let you breathe during the hot summer days. i was afraid it would look like a swing tee and make me look like i am pregnant but it doesn't. it runs true to size. the only complaint i have is that the back runs too long.",4,1,2,General,Tops,Knits
10440,10440,1078,35,Pretty and flowy,Very cute and would transition well season to season with different boots/booties.  didn't lay well on chest for me.  returned it.,3,1,0,General,Dresses,Dresses
22347,22347,1072,20,Beautiful,"Absolutely love the design, fabric, and fit of this dress! a perfect dress for many occasions, one of the many reasons i love this company! excellent customer service, employees, and of course adorable clothing. 10/10 would recommend buying this dress! and to all the taller girls, i am 5'11"" and 170lbs and this dress is still a good length! no need to continuously pull down and worry about who might see your rear.",5,1,2,General,Dresses,Dresses
4632,4632,1059,44,Great spring/summer pants!,"These pants are so comfortable, it's ridiculous. they are lightweight and perfect for spring/summer at the office or an evening out. i am 5'9"" and the pants fit as pictured. i paired with a sweater and kitten heels. they do run a little large so consider going down a size.",5,1,2,General,Bottoms,Pants
17211,17211,850,35,Perfect top,I love this top in peach! i usually wear a size 8 and ended up buying the large because that was all they had in store. it fits well but loose. i usually front tuck it in. what i love the most about this top is the perfect way it slouches off your shoulders. very effortless but doesn't feel like it is falling off. a few other off the shoulder tops i tried are either falling off or rising up (and you constantly have to pull them down over your shoulders) due to elastic in the shoulder. this top h,5,1,2,General,Tops,Blouses
11313,11313,829,37,Perfect tunic,"My store got this great tunic in white and i loved it so much. perfect tunic length, swingy, detailed...but as soon as i saw the orange option i knew i had to wait for it. i just got it and im in love! the orange print is so lovely. the perfect fall color and the print is timeless. the fabric is light and easy. the fit is definitely bigger, but i usually wear a l or xl in retailer tops and i preferred the xl. i have a lot of curves so i love a top that has some room, but i needed the xl for room i",5,1,2,General,Tops,Blouses
21070,21070,996,46,Shimmer spot skirt,"I'm 5'6"" about 120 and usually a 0/2 in retailer... the size 2 in this skirt fit at my natural waist perfectly with enough room to move comfortably. on the hanger and from the photo i didn't think i'd like it, but once on it's really pretty and the fabric looks so nice, it has great movement, and is really flattering.",4,1,2,General Petite,Bottoms,Skirts
20845,20845,940,50,Much prettier and more flattering than pictured!,"This sweater is really lovely. it doesn't look like it does in the picture. i got the xsmall as i was worried it would run big. it's much shorter than i though, fits more like a petite size. the sleeves are 3/4 length, which i wasn't thrill with but accepted. the color combo is really lovely! it's very comfortable and well made and it was perfect for work but lovely with a pair of jeans too!",4,1,0,General,Tops,Sweaters
9646,9646,1095,31,Not as pictured,"Ugh. i wanted to love this dress so much. i ordered it for a fall wedding and was so excited about it. unfortunately the cut is so very different from how it is pictured on the model. the color and print are the same, the detailing around the next are even more beautiful than pictured. the length, however is so much longer then pictured. and it's not just an issue of the model being tall. the slip is the perfect length (and it's actually the perfect slip), but the overlay comes down way past my",3,0,2,General,Dresses,Dresses
6289,6289,593,23,Gorgeous and socially conscious,"I was very hesitant about this. i read the previous reviews and thought oh no. the first time i saw it in person i was mildly disappointed because the material wasn't how i thought it would be. then i saw it up close, and i realized it was better than i thought. however, i didn't have time to try it on.

it wasn't until later when i saw it on someone else that i realized i was looking at a must have. i am so happy i purchased this. its beautiful and flattering and the colors are bright yet und",5,1,0,General,Trend,Trend
19498,19498,1110,36,"Cute print, but lacking in shape","The print was what attracted me to this dress. and the material is soft and comfortable. however, the fit was all wrong for me. it had a great belt in the back, but hung very loosely in the front. it reminded me a little of some of my maternity dresses. maybe sizing down would have helped, but then i feared it wouldn't fit my hips right. this dress may look better on someone who isn't as curvy. it really looks great on the model, but not on me.",4,0,1,General Petite,Dresses,Dresses
13436,13436,1037,58,,"The design of the pant hangs nicely and fit,well,",4,1,0,General Petite,Bottoms,Jeans
9908,9908,895,50,Not for me ... maybe for another,"The high neck and ""square-ness"" did not work for me .. but might for someone else.",3,0,0,General Petite,Tops,Fine gauge
22671,22671,1110,39,Sack-ish,"I wanted to love this so much! i am 5'8 and normally do a size large in retailer, but based on the previous review i sized down. the top fit fine, but the bottom just sort of poofed out. not flattering. it does have pockets which are amazing, but overall, just wasn't a good fit. the top is t-shirt material, not denim.",3,0,7,General Petite,Dresses,Dresses
14694,14694,1004,51,Great fall staple,"Great style and fit. i purchased the wine color, and i'm probably going to also get the other two. i typically wear a 10-12 in skirts, bought this in a 12 and it fits perfect. however, the fabric is super stretchy so a 10 may have been sufficient.",5,1,2,General Petite,Bottoms,Skirts
22963,22963,1091,64,Just gorgeous,"I am a fan of these designers and their gorgeous fabrics - most of which are heavy brocades. this is so pretty and fun. the print is playful, and colors are gorgeous, and the fit is floaty but not too full or too tight. i love the bit of beading, and that i can dress it up or down.

i am petite and not usually a bigger print or long dress fan, but i know that i will wear this one for years. 

i did get a 00 petite as i know that only this small size fits me at retailer - 0's swallow me. this i",5,1,11,General,Dresses,Dresses
22360,22360,1072,62,Simply beautiful!,Fabulous dress for both quality and design. the embroidery is gorgeous and the long sleeves make it practical to begin wearing immediately. true to size and flattering. looks darling with booties.,5,1,12,General,Dresses,Dresses
20282,20282,1035,32,Comfort and style,I love these jeans! the perfect amount of stretch. very figure flattering. perfect for lounging around or a night out.,5,1,0,General Petite,Bottoms,Jeans
11896,11896,196,67,Picture doesn't do it justice,"This is a beautiful tunic dress and the detail makes it so soft and feminine. i would never have bought it online because it looks so plain but in the store today just couldn't believe how pretty. i'm mature so i plan to wear with black leggings and a nice scarf but could easily be worn alone or with jeans. i think it will transition into spring for two season wear. i'm small but large busted (size 6, 32 h bra)and the small was perfect. can't wait to wear it!",5,1,0,Initmates,Intimate,Sleep
12716,12716,866,50,It's going back,"This tank (in black) is nice quality, most of the fringe hangs straight and seems to be attached well. it's just too short and too boxy for my figure (curvy/hips). would look good on someone who has straight hips and is not long waisted. since that doesn't describe me, it has to go back.",2,0,0,General,Tops,Knits
19436,19436,834,58,Cute top,I saw this in the store in a display and tried it on. i got it in the sky color which is a lavender blue color. the front and back are both cute. this top can be dressed up or worn with jeans.,5,1,0,General Petite,Tops,Blouses
18125,18125,1036,40,"Great quality, perfect jeans!!","These jeans fit so well and are made of really high quality denim. soft and comfortable but not too much stretch...just enough. i'm short so i have to cuff them. i kinda wish they came in petite or ankle length, but they look cute cuffed too.",5,1,2,General,Bottoms,Jeans
18155,18155,1094,59,,Love this dress so beautiful embroidery is lovely....well worth the price!!!,5,1,0,General,Dresses,Dresses
23103,23103,1083,72,Stretch in all the right places,"This dress is more beautiful in person.
this dress fits well on top for my broad shoulders, chest(40c)and through my straight hips. note. the side bottom panels are very stretchy. i will have it tailored slimmer. so if you are bottom curvy, this dress is awesome!",5,1,2,General,Dresses,Dresses
17689,17689,240,37,Love *almost* everything about it,"This suit is well made, and is so darn cute. i usually wear a 6, but i am a size 8 in this (8 us size, although the main tag is australian size. they send out based on the us size ordered). the only issue i have is that i have a long-ish torso compared to my size, so it's ever so slightly tight in the crotch, but not enough to make me send it back. i have small boobs, so the extra padding is nice. i'm and athletic 5'6"" and 130 lbs.",4,1,1,Initmates,Intimate,Swim
12713,12713,1110,41,Great dress but....,"I agree with the other reviewers about the versatility and the fit of the dress. i am 5'9"" and yes the pockets hit just a tad high, but the fit of the bodice and bust is so great that i am willing to overlook this small flaw. the only thing that has really bothered me about the dress, that i haven't seen anyone else comment on is the slightly strange odor from the denim. maybe it just happens to be my particular dress, but i have noticed this strange smell from a pair of seven jeans i had purcha",4,1,0,General,Dresses,Dresses
5920,5920,862,40,Beautiful blush top,"The details on this blouse are so pretty. it is a bit wide, but it flows nicely. it is also a little shorter than a lot of tops, but i think it will work nicely with higher waisted flares this spring. the sleeve is very flattering. i got medium, my normal size.",4,1,0,General,Tops,Knits
9685,9685,828,47,Comfy,This shirt is like the best worn in flannel with a little feminine flair! super soft and great length.,5,0,1,General,Tops,Blouses
8327,8327,1078,99,Beachy and boho!,"I love the weight of the material; sometimes crinkled gauze looks cheap; this does not. the lace trim is more 2-tone than the photo suggests, but that is not negative, and the color of the dress is more salmon than peach, again, not a negative. the length is as it is on the model, just below the knee. i wore it to what turned out to be surprise party for me at the beach! i paired it with huge silver hoops and silver flipflops. i felt special, stylish and comfortable. it was a good dress for some",5,1,1,General,Dresses,Dresses
8702,8702,836,40,Great top - versatile and well made,"I bought this top in a size 6 - i'm 5'5"" with a longer torso. i thought at first that this would be too boxy and cropped but it fits very well and it still covers my stomach when i raise my arms up. the material is on the thicker side so it's a little more structured which i think gives it a nice look and drape. i feel like i could wear this shirt out on a casual day or to work with a blazer over it to dress it up more. i highly recommend it especially since the material is linen and cotton whic",5,1,3,General,Tops,Blouses
3015,3015,1082,66,Dont love,"I ordered size large and find this to be way too oversized, wide, long and unattractive on my frame. the print is just okay but since it doesn't wow me, i'm returning.",3,0,0,General,Dresses,Dresses
13557,13557,1104,38,"Pretty, just not a keeper","This is a very pretty dress. the previous reviewers helped a lot when it came to deciding which size to order. typically i am a 0 or 2, sometimes a 4. in this dress i ordered a 6. that was the perfect size. 

the coloring is cute, unique, and very versatile. for me it wasn't a keeper because the material was soooo heavy, feels like canvas almost. if you're looking for a dress to layer under a chunky sweater on a cold day i imagine this would work. but for me it was a no.",4,0,1,General Petite,Dresses,Dresses
13841,13841,1095,29,So classic!,Great little dress for a picnic. i am a 34dd and didn't have a problem buttoning the dress unlike another previous reviewer. i had purchased a size 8. my only reason for return was the price and my wallet! otherwise this well-made dress would still be in my closet! love the buttons.,5,1,0,General Petite,Dresses,Dresses
11762,11762,1079,46,Buttons broke before i even got it on!,"I'm so disappointed. the dress looked lovely in the box, but when i started to unbutton it to try it on, two buttons split in half! it's going right back.",1,0,0,General,Dresses,Dresses
570,570,1037,54,Comfortable and unique,"Great pants, like the edginess of the design in the material. kinda rocker like. soft material that's stretchy and hopefully will hold its shape during the day. the color is listed as black but it's more of a dark gray with a slight blue hint.",4,1,4,General Petite,Bottoms,Jeans
4805,4805,829,29,Great top,I loved this top so much i ended up getting it in three colors. it's comfortable and so easy to wear. it does run large though in my opinion. i normally wear a 6 in tops and i bought this is a 2.,5,1,1,General,Tops,Blouses
10178,10178,86,48,Size up,"It's beautiful, but more sheer on bottom than it appears in photo. size up.",4,1,0,Initmates,Intimate,Intimates
6711,6711,1111,25,Poor quality,"Very disappointed. ordered two sizes, the fraying of the embroidery was so bad on one of the dresses i wouldn't have worn it and the zipper was sticking. the second dress had fraying and loose threads as well and the seams at the shoulders were not properly sewn which made the lace at the neckline completely crooked. some of these issues would maybe be acceptable if the dress was under $100 but at $228 they are not. returning both sizes.",1,0,16,General,Dresses,Dresses
13612,13612,1080,40,My first maxi!,"I don't usually wear maxi dresses because i am tall (5'10) so they usually aren't ""maxi"" on me. i'm also hourglass shaped and maxis with no waist definition make me look frumpy. this dress solves both those problems! it's very long and the waist has attached ties to define and keep it from being too billowy. it's also lined to the knees so you can wear with confidence but still have the bottom be light and breezy.",5,1,2,General,Dresses,Dresses
15636,15636,1063,42,,Love love love this jumpsuit. i can't wait to wear it in the tx summer. it is super fun and elegant. you can dress it up or keep it casual. i am 5'9 155 and wear a 10. it laying quite nicely and doesn't require you to wear heels with it.,5,1,3,General,Bottoms,Pants
16901,16901,834,50,Fun and flirty,"I purchased this top in the black color and absolutely love it! it is very fun and can be either dressed up or down. i would wear this to work as well as out and about around town. it is worn loose, so i ordered a size down. i cannot wait to wear it through spring and summer!",5,1,0,General,Tops,Blouses
16580,16580,786,35,,,4,1,0,Initmates,Intimate,Sleep
9156,9156,622,37,Great versatile tank,"Fits well, super soft and very flattering. great for layering and for dressing up or down. highly recommend!",5,1,0,Initmates,Intimate,Lounge
2961,2961,854,52,Great tee!,"This is a great, versatile everyday tee. the fit is flattering, and the material is soft and lightweight. this, like many retailer tops, runs large under the arms. i first tried the medium, and although i liked the way the tee hung, it gapped in my underarms. there was no small in my store, so i tried on the xs. it still hung nicely, and no underarm gap. love the simple colors - denim blue and gray is a great combination. liked it enough to pay full price:)",5,1,11,General Petite,Tops,Knits
15477,15477,256,40,,"I was hesitant in purchasing these without trying them on first, but i'm happy i did. they are higher quality than the typical legging. the sizing runs bigger than average.",5,1,0,General Petite,Intimate,Lounge
12477,12477,1072,66,Beautiful dress,"Ordered size 12, it fits but pulls a tiny bit in the midsection. also way too long, hits below my knees. the dress is beautiful: crisp black color, nice fabric, great neck. it's also the kind of dress that must fit well to look good. i had to return mine.",3,1,0,General Petite,Dresses,Dresses
18608,18608,1081,33,,"I got this dress in the mail today and really thought i was going to love it. the color is a beautiful rich red, which was a nice surprise. i was expecting more of a dusty red from the picture. love the fabric - soft and appears to be good quality. the length is perfect - hit right at my knees (size small). the flow of the dress is great as well. the ultimate flaw would be the arm and neck holes. the neck hole was choking me but yet a little loose at the back of the neck - almost like it was on",2,0,4,General,Dresses,Dresses
18179,18179,483,21,,This product fit well and was soft and beautifully made.,5,1,0,Initmates,Intimate,Sleep
10106,10106,863,42,"Cute, nice weight tee","I was looking for a tee that i could wear on the weekends without looking sloppy and also have a little coverage for when i'm feeling a little bloated. (come on, that's what happens sometimes on weekends, ha!) this tee is great because it's got some coverage and it's also not sloppy looking or oversized while still being flowy and flattering. 

the shoulders and arms are fairly tts and there's a slight a-line shape to this tee, so its flattering without being a tent or frumpy looking. i did si",4,1,68,General,Tops,Knits
19351,19351,1081,60,Easy style,"This is such a lovely dress -- and it looks great on! like other customers, i like the petal hem and the top part, which is stretchy, is soft and not clingy.
 
i think the only drawback is that the color isn't as rich a green as it looks in the pic. i've attached a pic for comparison and contrast purposes.

i'll be wearing this way into the fall!",5,1,3,General Petite,Dresses,Dresses
140,140,829,36,Pretry top,"Perfect for work or going out. i layered this with the reversible tank in medium pink so it would be work appropriate. it did not feel scratchy to me, maybe because i layered it. great buy especially with the discounts. feel like i lucked out.",5,1,0,General,Tops,Blouses
14406,14406,1060,38,Perfect pants,I'm so in love with these pants. they are so flattering and made of thick material. they do run a bit large though so i'd suggest you size down. i also like they they're high waisted. the gold button details are gorgeous as well. great pair of pants.,5,1,1,General Petite,Bottoms,Pants
18338,18338,1092,27,Smock dress,"I love this dress. however, it's not what i expected based off the pictures. 

the modeled photo indicates that it's a shirtdress with a drop waist. no. it's a smock dress with more of an a-line silhouette that begins at the shoulders. the waistline is more of a detail, like the button placket, than a structural quality. it's very youthful and whimsical. 

that said, it is quite beautiful. the fabric does not wrinkle easily, as another reviewer guessed. my daughter wrinkled it sitting on my",5,1,1,General Petite,Dresses,Dresses
18429,18429,1077,42,"Beautiful, flattering, comfortable","I love this dress. it's beautiful and flattering. not to mention that it is also comfortable with a bit of stretch. i couldn't see it in the picture, but the black parts on the shoulders in front and on the back is sheer, so you have to be careful with underwear choice. i have an apple shape and yet this was flattering and the perfect length. i am short and apple-shaped and it was a great choice.",5,1,3,General,Dresses,Dresses
5162,5162,818,54,Beautiful detail,I love this top. it comes with its own camisole. the embroidery is lovely and the fit is perfect.,5,1,3,General Petite,Tops,Blouses
6925,6925,662,36,Perfect with 1 alteration!,"The pictures of this dress do not do it justice. i bought it, cut the sleeves off to be even with the waist line and belted (with a slim belt ) and it is perfect! it actually becomes a very sexy dress, it is a true wrap with a deep v and the vent in the back, i mean this dress paid dividends at the end of the night (to be very honest)!

wearing this to south beach, it will be perfect with strappy, high heels.",5,1,8,Initmates,Intimate,Lounge
4251,4251,1024,66,So good,"At 5'3"" and 155 pounds with a short waist, it's hard to find attractive jeans. hit the jackpot with these. they're comfortable, very slimming with a perfect rise and length. i ordered size 32 so i did go up a size. love the button closure instead of a zipper. these are much better than my citizen boyfriends that cost twice as much. try these, you won't be disappointed!",5,1,0,General,Bottoms,Jeans
7015,7015,641,71,Just hangs there,"I tried this on in white and considered whether or not i wanted ""just another cover-up"". in the final analysis, even at $35 (30% off 49.99), it just hung there. if that's what you're after, then this is for you.",3,1,0,General Petite,Intimate,Lounge
7242,7242,1028,24,,,5,1,0,General Petite,Bottoms,Jeans
3399,3399,836,54,,,5,1,0,General Petite,Tops,Blouses
23044,23044,1084,38,Pass if you're busty,"The print and style we're great! unfortunately, my bust unbuttons the top. there's no way i can wear this, even if i sized up.",3,0,3,General,Dresses,Dresses
19775,19775,988,58,,"I absolutely loved the patterns and colors of this skirt, if only the cut wasn't so odd. the sides of the skirt ""wing out"" for a very distracting and unflattering look. the stiff, felt-like quality of the material only makes matters worse. in that respect, the model photos are not at all accurate. it also runs large. i had to go down one full size.",2,0,1,General Petite,Bottoms,Skirts
4664,4664,1048,47,A very nice surprise,"I think i've made a hobby out of trying on jumpsuits & rompers this season. i now own three (including this one in my usual size small: 32d-31-38). i passed right by this on-line but it drew my attention in the store. i didn't realize it was chocolate brown and ivory (i'm a sucker for brown). i tried it on on a whim and it looked great. i am tall--almost 5' 9"" and it looked great. i will say it shows off my bottom (for better or worse) more than other jumpsuits. it doesn't give me a wedgie but a",5,1,5,General Petite,Bottoms,Pants
16044,16044,834,30,Cute,"This top has a flattering shape. the neckline is low, but not too low for work, and it flares a bit at the bottom. my only complaint is that it is short. i have a longish torso and this shirt hits right at the top of my pant's waistline. i just prefer tops to be a bit longer, but it's still a cute top.",4,1,0,General,Tops,Blouses
4254,4254,1068,46,Comfortable and stylish,These are great for lounging around or even wearing to work as they can be dressed up or down.,5,1,0,General Petite,Bottoms,Pants
8453,8453,510,36,Perfect!,"This is the prettiest little nighty. it is romantic, soft and so very pretty. i really adore everything about this piece , but the pink detail on the trim, along with the floral embroidery is are just the right extra touches that retailer shoppers have come to love.",5,1,1,General Petite,Intimate,Lounge
21014,21014,1078,54,Disappointed with fit,This is one of those dresses that looks so cute on the model but doesn't look anything like that in reality. it has no shape and it fits weirdly all over. i am normally a m and i ordered the s and it is massive.,1,0,0,General,Dresses,Dresses
15168,15168,940,60,Super cute. true poncho style.,"I tried this on in store but didn't purchase it due to price, then kicked myself afterwards when my size was sold out online. i really wanted the gray. i finally was able to order my size when it was restocked very briefly and am so happy i did. this is such a cute poncho.

i also have the angel of the north poncho from last winter, and don't like that one nearly as much. that one was too long; this one is the perfect length. it curves down in the front and back, and then comes up at the sides r",5,1,2,General,Tops,Sweaters
416,416,872,35,I love this shirt,"I really love this lace-up shirt, but i only liked it in black on me. i like it open like the model is wearing it, but i had to have it a little more closed because the lace part does go down a ways-and i felt like i was revealing a little too much. i would likely wear it open, but then have to pair it with a cami underneath to feel comfortable. i absolutely love the whole outfit as-pictured, and also reviewed the polka dot pants. i wish the laces were a little longer than they are-if you have i",5,1,14,General,Tops,Knits
1039,1039,1172,25,,"Absolutely love this suit. the bottoms are very comfortable and covers everything id like it to. it does not ride up at all, which almost never happens with swim suits. i'm going to order this in a different color next season. i paired the bottoms with the peplum top and received many compliments.",5,1,0,Initmates,Intimate,Swim
8528,8528,895,52,Soft and kinda retro,This reminds me of the 1970's. the fabric is soft and it looks just like the picture. i'm ordering it in line in a petite. my store doesn't carry petites. it's typical moth quality and fit. perfect.,5,1,1,General,Tops,Fine gauge
15382,15382,829,53,"Runs large, too boxy","The material is nice and of good thick, quality. feels a bit stiff due to the lovely embroidery. unfortunately this top runs large and is not fitted at all. as the material is thick and stiff it does not drape well which makes for an unflattering look.",4,1,0,General,Tops,Blouses
7250,7250,1082,57,Really wanted to love this dress,"As soon as i saw this dress online i loved it and ordered it! unfortunately it just didn't work for me, i tried it in a small, medium and large. for reference i'm 5'2"", 145lbs, 36d. the dress is really pretty in person, but i looked like a little girl in it. my daughter who is 4'9"", 100lbs, 34a, also tried it on and she too looked like a little girl in it. the material is beautiful along with the detail at the neckline, however the neckline is not open like in the picture, it's more pushed toget",2,0,6,General Petite,Dresses,Dresses
14945,14945,867,34,Wanted to love...,"An odd top.
for my curvy figure (34g), the seam did not enhance, but rather made me look wider.
the material is...interesting. foam-like is all i can think to describe it. the fabric and design are not as elegant looking in person.",3,0,0,General Petite,Tops,Knits
12941,12941,927,38,"Love this, with reservation","I love tunics, i love sweaters, i love turquoise. i ordered this in large, and it fits well, but the arms are very long. i don't like constantly pushing sleeves up so i wear it with the cuffs turned back. a previous reviewer commented on the length and another about the bagginess. i didn't have issues with either. it hits just above my knee (5'5"") and it is appropriately proportioned around the the body of the sweater. so what's my reservation? how the sweater is more delicate than it seems. the",4,1,0,General,Tops,Sweaters
4245,4245,837,35,Great design with cheap fabric. not worth it.,"Really wanted to like this and took chances based on other reviews, even with the sale price and addtl discount. it's basically $30 blouse fabric with design and detail-work of a much more expensive blouse. the white is sheer and and fabric will wrinkle easily. if it were black, you could probably get away with it, but the white shows too many flaws and will wrinkle. sad to have to send it back.",2,0,0,General,Tops,Blouses
23476,23476,522,27,Cheeky!,These bottoms are very cute but defiantly cheeky! i would recommend sizing up if you want to have more coverage.,4,1,0,Initmates,Intimate,Swim
13945,13945,1111,38,Love! love! love!,"A perfect summer dress! beautiful print and is extremely flattering for a curvy frame! i have worn this dress twice and have received at least 2 compliments each time! only note... wearing a bra with this dress isn't really a possibility due to the back detail. its pasties or if you're okay being ""free flowing"" & your chest isn't too large.. you can get away with it! ;)",5,1,1,General Petite,Dresses,Dresses
2227,2227,867,40,,I love this tee. really comfortable and super cute too!,4,1,0,General Petite,Tops,Knits
19429,19429,835,65,,"Great fabric, details, construction...but, it is not grey!! definitely shades of brown!! i do like the look & style of this top.",4,1,0,General,Tops,Blouses
8201,8201,820,51,Cool for the summer,"Adorable fit. the lightweight madras fabric will be perfect for a hot summer day but not see-through. the slightly gathered bottom makes gives my petite frame a taller look. easy to wear, not fussy, no special bra needed.",5,1,0,General Petite,Tops,Blouses
4795,4795,829,39,Beautiful top,"I usually wear a 4 in maeve, and purchased this is a 6 in the orange. i'm just over 5'7"", 34c, size 26/27 jeans. through the bust and arms the 6 fits great. i still found the front to be just a tad shorter than i am comfortable. it hangs well, though, if not a bit loose. definitely more billowy and boxy feeling in person. i think if it were slightly fitted through the waist, the length wouldn't be an issue. and it isn't even that much of an issue, but i did knock off a star for that reason. i bo",4,1,3,General,Tops,Blouses
17539,17539,1081,46,"Comfortable, long, cool","The dark orange is a beautiful color. this is a very comfortable dress, lightweight, long enough so you can sit down in it without any concerns. unfortunately, it's dry clean only, and you may want a belt to cover the elastic waist. the top part is very loose, so this might work better for full-figured gals.",4,1,27,General Petite,Dresses,Dresses
